stock_code,公司名稱,stock_name,外國企業註冊地國,產業別,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上市日期,普通股每股面額,實收資本額,私募股數,特別股,編制財務報表類型,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,網址,已發行普通股數或TDR原股發行股數,上市上櫃
6674,鋐寶科技股份有限公司,鋐寶科技,－ ,27,新竹縣竹北市台元一街1號13樓之一,24456541,翁宗斌,王昱賀,何振宇,財會暨股務處處長,王昱賀,(03)5600066,20090819,20181128,新台幣                 10.0000元,688356590,0,0,1,中國信託商業銀行 代理部,(02)66365566,台北市中正區重慶南路一段83 號5 樓,安侯建業聯合會計師事務所,黃更佳,區耀軍,CBN,"13F,-1, No.1, Taiyuan 1st St.,Zhubei City, Hsinchu County, Taiwan",(03)5600060,Investor@compalbn.com,http://www.icbn.com.tw/,68835659,上市
6689,伊雲谷數位科技股份有限公司,伊雲谷,－ ,36,新北市三重區三和路四段111之32號7樓,54359763,蔡佳宏,林儀(執行長),林儀,執行長,謝明宏,(02)2280-1777,20130913,20220913,新台幣                 10.0000元,680000000,0,0,1,凱基證券股份有限公司,(02)2389-2999,台北市中正區重慶南路一段2號5樓,安侯建業聯合會計師事務所,郭柔蘭,吳趙仁,ECV,"7F., No. 111-32, Sec. 4, Sanhe Rd., Sanchong Dist.,New Taipei City 241, Taiwan",(02)8287-3730,spokesperson@ecloudvalley.com,http://www.ecloudvalley.com,68000000,上市
6691,洋基工程股份有限公司,洋基工程,－ ,31,新北市林口區文化二路一段266號18樓之3,30921756,劉士源,林鴻忠,程志豪,財務主管,彭桂芳,02-26001350,19800725,20220103,新台幣                 10.0000元,1057571380,0,0,1,永豐金證券股份有限公司,02-23816288,台北市中正區博愛路17號3樓,勤業眾信聯合會計師事務所,楊承修,錢奕圻,YANKEY,"Rm. 3, 18F., No.266, Sec. 1, Wenhua 2nd Rd., Linkou DistNew Taipei City 244, Taiwan, R.O.C.",02-26003790,yankeyinvestor@yankey.com.tw,www.yankey.com.tw/,105757138,上市
6695,芯鼎科技股份有限公司,芯鼎,－ ,24,新竹科學園區新竹縣創新一路19-1號,28112890,羅森洲,許英偉,李長龍,夥伴關係總監,張光佑,03-5641600,20091223,20221104,新台幣                 10.0000元,964946500,10000000,0,1,福邦證券股份有限公司股務代理部,(02)2371-1658,台北市忠孝西路一段6號6樓,勤業眾信聯合會計師事務所,葉東煇,張雅芸,iCatchtek,"19-1, Innovation 1st Road,Hsinchu Science Park, Hsinchu ,Taiwan",03-5670528,ir@icatchtek.com,http://www.icatchtek.com/,96494650,上市
6698,旭暉應用材料股份有限公司,旭暉應材,－ ,31,台南市安南區工業一路36號,28722767,趙勤孝,王宜凡,黃信貿,財務長,牛潔茹,06-6016388,20070525,20191125,新台幣                 10.0000元,663897530,0,0,1,兆豐證券股份有限公司,02-33930898,台北巿中正區忠孝東路二段95號1 樓,資誠聯合會計師事務所,葉芳婷,林永智,FINEMAT,"No.36,Gongye 1st Rd.,Annan DistrictTainan City,Taiwan",06-3842599,ir@fine-mat.com,www.fine-mat.com,66389753,上市
6706,惠特科技股份有限公司,惠特,－ ,26,台中市西屯區工業區35路3號,70697332,鎧叡投資有限公司 代表人：賴允晉,徐秋田,許景翔,財務經理,賴允晉,04-23502319,20000125,20191219,新台幣                 10.0000元,785688650,0,0,1,凱基證券股份有限公司股務代理部,02-23892999,台北市重慶南路一段二號5樓,勤業眾信聯合會計師事務所,謝明忠,呂宜真,FitTech,"No.3, Gongyequ 35th Rd., Xitun Dist., Taichung City 40768, Taiwan.TAICHUNG　TAIWAN　R.O.C.",04-23504502,service-investor@fittech.com.tw,http://www.fittech.com.tw/,78568865,上市
6715,嘉基科技股份有限公司,嘉基,－ ,28,新北市中和區建一路166號12樓,53431627,朱德祥,羅偉仁,涂志翔,業務副總,王臻怡,(02)8226-5880,20110822,20191212,新台幣                 10.0000元,663689050,0,0,1,中國信託商業銀行代理部,(02)2311-1838,台北市中正區重慶南路一段83號5樓,勤業眾信聯合會計師事務所,莊碧玉,蔡侑玲,Lintes,"12F., No. 166, Jian 1st Rd., Zhonghe Dist.New Taipei City 235, Taiwan (R.O.C.)",(02)8226-5882,jenny.wang@lintestech.com,www.lintestech.com,66368905,上市
6719,力智電子股份有限公司,力智,－ ,24,新竹縣竹北市台元一街5號9樓,27983551,許先越,黃學偉,邱建邦,財務長,戴筱芸,03-5601666,20051223,20220113,新台幣                 10.0000元,1053752890,21000000,0,1,福邦證券股份有限公司股務代理部,02-23711658,台北市中正區忠孝西路一段6號6樓,資誠聯合會計師事務所,鄭雅慧,白淑蒨,uPI,"9F.,No.5,Taiyuan 1st St.,Zhubei City,Hsinchu County,Taiwan,R.O.C",03-5601888,upi_ir@upi-semi.com,www.upi-semi.com,105375289,上市
6742,澤米科技股份有限公司,澤米,－ ,26,苗栗縣竹南鎮和興路330號,80137437,何昆年(全珩投資股份有限公司代表人),李振瑞,何昆年,董事長,李振瑞,(037)586-396,20030214,20231205,新台幣                 10.0000元,712679480,0,0,1,中國信託商業銀行代理部,(02)6636-5566,台北市中正區重慶南路一段83號5樓,勤業眾信聯合會計師事務所,陳培德,劉紋伶,Vti,"NO.330, HEXING RD., JHUNAN TOWNSHIP,MIAOLI COUNTY 35048, TAIWAN (R.O.C.)",(037)586-400,invest@vactronics.com.tw,www.vactronics.com.tw,71267948,上市
6743,安普新股份有限公司,安普新,－ ,31,台北市南港區三重路19-3號3樓,16540496,黃常青,黃常青,許明仁,技術長,林玉鳳,02-26552798,19980702,20201214,新台幣                 10.0000元,1500000000,0,0,1,中國信託商業銀行代理部,02-66365566,台北市中正區重慶南路一段83號5樓,勤業眾信聯合會計師事務所,王浚宇,劉明賢,AMPACS,"3F., No.19-3, Sanchong Rd., Nangang Dist.,Taipei City 115, Taiwan,R.O.C.",02-26551558,Ampacs@ampacscorp.com,http://www.ampacscorp.com/,150000000,上市
6753,龍德造船工業股份有限公司,龍德造船,－ ,15,宜蘭縣冬山鄉大興村德興五路15號,40607762,黃守真,黃守龍,黃守真,董事長,周孟蘋,(03)9901166,19760506,20230310,新台幣                 10.0000元,1131375000,0,0,2,兆豐證券股份有限公司,02-3393-0898,台北市忠孝東路二段95號1樓,勤業眾信聯合會計師事務所,池瑞全,郭乃華,LUNGTEH,"No. 15, Dexing 5th Rd.Dongshan Township, Yilan County 269, Tw",(03)9905650,IR@lungteh.com,www.lungteh.com,113137500,上市
6754,匯僑室內裝修設計股份有限公司,匯僑設計,－ ,38,台北市松山區南京東路四段75號12樓,24775812,王秀卿,楊信力,羅月華,財務長,張敏慧,(02)2545-6011,20141209,20200825,新台幣                 10.0000元,660000000,0,0,1,凱基證券股務代理部,02-2389-2999,台北市重慶南路一段2號5樓,勤業眾信聯合會計師事務所,呂宜真,謝明忠,Rich Honour,"12F., No. 75, Sec. 4, Nanjing E. Rd., Songshan Dist.,Taipei City 105, Taiwan (R.O.C.)",(02)2545-2126,IR@richhonour.com,https://www.richhonour.com,66000000,上市
6756,威鋒電子股份有限公司,威鋒電子,－ ,24,新北市新店區中正路529-1號7樓,29125676,陳文琦,林志峰,林志峰,總經理,陳鴻文,8862-22181838,20080707,20201224,新台幣                 10.0000元,698680000,0,0,1,中國信託商業銀行代理部,8862-66365566,台北市中正區重慶南路一段83號5樓,勤業眾信聯合會計師事務所,王攀發,施錦川,VLI,"7F, 529-1, Zhongzheng Rd., Xindian Dist.New Taipei City 231, Taiwan",8862-22182553,investor@via-labs.com,https://www.via-labs.com,69868000,上市
6757,台灣虎航股份有限公司,台灣虎航,－ ,15,台北市松山區敦化北路405巷123弄3號,54381049,黃世惠,待委任,許致遠,商務長,于煥永,02-7735-6988,20140421,20230815,新台幣                 10.0000元,4595300000,0,0,2,台新證券股務代理部,02-2504-8125,台北市中山區建國北路一段96號B1,安侯建業聯合會計師事務所,楊樹芝,紀孟君,TTW,"No. 3, Aly. 123, Ln. 405, Dunhua N. Rd., Songshan Dist.,Taipei City,Taiwan R.O.C",02-2547-5235,pr@tigerairtw.com,https://www.tigerairtw.com,459530000,上市
6768,志強國際企業股份有限公司,志強-KY,KY 開曼群島                                                    ,37,台中市西屯區市政北五路266號3樓,88173202,陳維家,馬世正,麥班達,董事長特助,古富昇,(04)22585388,20170328,20210422,新台幣                 10.0000元,2000950610,0,0,1,元大證券股份有限公司股務代理部,(02)25865859,臺北市大安區敦化南路2段67號地下一樓,勤業眾信聯合會計師事務所,蔣淑菁,吳少君,SPG-KY,"3F., NO.266, SHIZHENG N. 5TH RD., XITUN DIST.,TAICHUNG CITY 40756, TAIWAN (ROC)",(04)22589088,SPG.IR@spg-sportsgear.com,http://www.sportsgear.com.tw/,200095061,上市
6770,力晶積成電子製造股份有限公司,力積電,－ ,24,新竹科學園區新竹市力行一路18號,28112667,黃崇仁,朱憲國,譚仲民,副總經理,邵章榮,03-5795000,20080417,20211206,新台幣                 10.0000元,41889130510,0,0,1,群益金鼎證券(股)公司股務代理部,(02)27023999,106台北市大安區敦化南路二段97號地下二樓,勤業眾信聯合會計師事務所,鍾鳴遠,蔡美貞,PSMC,"No.18, Li-Hsin Rd.1, Hsinchu Science ParkHsinchu, Taiwan, 300-78 R.O.C.",03-6687809,IR@powerchip.com,www.powerchip.com,4188913051,上市
6771,平和環保科技股份有限公司,平和環保-創,－ ,35,高雄市岡山區本工路6號,28371018,吳明陽,黃弘傑,陳義生,協理,劉靜怡,07-6233690,20060801,20240517,新台幣                 10.0000元,311795000,0,0,1,福邦證券股份有限公司,02-23711658,台北市中正區忠孝西路一段6號6樓,安永聯合會計師事務所,洪國森,陳政初,PHET,"No.6, Bengong Rd.Gangshan Dist., Kaohsiung City Taiwan",07-6233726,sam.ph@pinghounion.com.tw,http://www.pinghounion.com.tw,31179500,上市
6776,展碁國際股份有限公司,展碁國際,－ ,29,台北市中正區忠孝西路一段39號2-4樓,20773257,陳俊聖,林佳璋,鄭明琪,資深副總經理,王淑錦,(02)23716000,19771222,20210331,新台幣                 10.0000元,815814300,0,0,1,永豐金證券股務代理部,(02)2381-6288,台北市中正區博愛路17號3樓,安侯建業聯合會計師事務所,江家齊,張純怡,Weblink,"2-4F, 39, Sec. 1. Chung Hsiao W. Rd.Taipei Taiwan R. O. C.",(02)23717750,investor.relations@weblink.com.tw,www.weblink.com.tw,81581430,上市
6781,"AES Holding Co., Ltd.",AES-KY,KY 開曼群島                                                    ,28,新竹縣湖口鄉湖口村八德路二段656號5樓,87546197,宋福祥,宋維哲,陳柏達,財務長,陳淑娟,(03)5695916,20200109,20210322,新台幣                 10.0000元,854187800,0,0,1,台新證券股務代理部,(02)25048125,臺北市中山區建國北路一段96號B1,勤業眾信聯合會計師事務所,方蘇立,池瑞全,AES-KY,"5F,No.656, Sec.2,Bade Rd.,Hukou TownShip,Hsinchu County 303104,Taiwn(ROC)",(03)5696115,Aes-ir@advancedenergysolution.com.tw,http://www.advancedenergysolution.com.tw/,85418780,上市
6782,視陽光學股份有限公司,視陽,－ ,22,桃園市龜山區興業街1號,16693062,李重儀,李重儀,吳滄松,副總經理,鄭佩青,03-3596868,19981109,20221128,新台幣                 10.0000元,630000000,0,0,1,台新證券股務代理部,(02)2504-8125,台北市建國北路一段96號地下一樓,安侯建業聯合會計師事務所,高靚玟,許詩淳,VISCO,"No.1, Xingye St. Guishan Dist.Taoyuan City 33341, Taiwan (R.O.C.)",03-3490202,ir@viscovision.com.tw,www.viscovision.com.tw,63000000,上市
6789,采鈺科技股份有限公司,采鈺,－ ,24,新竹科學園區新竹市篤行一路12號,80601119,關欣,關欣,邱建俊,副處長,吳明珊,03-6668788,20031201,20220630,新台幣                 10.0000元,3176571190,0,0,2,中國信託商業銀行代理部,02-66365566,台北市中正區重慶南路一段83號5樓,勤業眾信聯合會計師事務所,林尚志,吳世宗,VisEra,"No. 12, Duxing 1st Rd., East Dist., Hsinchu Science Park,Hsinchu City 300, Taiwan (R.O.C.)",03-6662858,invest@viseratech.com,http://www.viseratech.com,317657119,上市
6790,永豐餘消費品實業股份有限公司,永豐實,－ ,9,臺北市中正區重慶南路2段51號16樓,22327037,何奕達,陳亭蓁,陳佩雯,財務長,顏靜雯,02-21921022,19861029,20210929,新台幣                 10.0000元,2671290210,0,0,1,永豐金證券股份有限公司,02-23816288,台北市博愛路17號3樓,勤業眾信聯合會計師事務所,葉淑娟,陳怡伶,YFYCPG,"16F,51,Sec.2,Chung Ching South RoadTaipei,Taiwan,R.O.C.",02-23224981,ir.cpg@yfycpg.com,https://www.yfycpg.com/,267129021,上市
6792,詠業科技股份有限公司,詠業,－ ,27,新竹縣關西鎮大同里水坑41號,22864367,蘇開建,張鳴助,李瑞榮,策略長,鄭世偉,03-4072728,19880408,20211208,新台幣                 10.0000元,478753250,0,0,1,台新證券股務代理部,02-25048125,台北市中山區建國北路一段96號B1,安侯建業聯合會計師事務所,許詩淳,唐慈杰,Unictron,"No.41 Shuei-Keng, Guan-SiHsin-Chu 30648 Taiwan (R.O.C)",03-4072738,investor@unictron.com,https://www.unictron.com/,47875325,上市
6794,向榮生醫科技股份有限公司,向榮生技-創,－ ,22,臺北市內湖區民權東路6段13之20號5樓,50753953,蔡意文,洪懿珮,洪懿珮,總經理,劉孟婷,(02)2792-2699,20180328,20240521,新台幣                 10.0000元,606790000,15200000,0,2,宏遠證券股份有限公司股務代理部,(02)2326-8818,臺北市信義路四段236號3樓,資誠聯合會計師事務所,林冠宏,王方瑜,UnicoCell,"5 F., No. 13-20, Sec. 6, Minquan E. Rd., Neihu Dist.,TAIPEI CITY 11494, TAIWAN (R.O.C.)",(02)2792-7890,info@unicocell.com,https://www.unicocell.com,60679000,上市
6796,晉弘科技股份有限公司,晉弘,－ ,22,新竹科學園區新竹市東區工業東四路24-2號3樓,28113005,鄭竹明,鄭竹明,鄭竹明,總經理,柯惠友,03-5798860,20100805,20220601,新台幣                 10.0000元,347581550,0,0,1,凱基證券股務代理部,02-23892999,10044台北市中正區重慶南路一段2號5樓,資誠聯合會計師事務所,江采燕,劉倩瑜,MiiS,"3F, No.24-2, Industry E. Rd. IV, Hsinchu Science Park,Hsinchu, Taiwan 30077, R.O.C.",03-5798011,ir@miis.com.tw,https://www.miis.com.tw,34758155,上市
6799,來頡科技股份有限公司,來頡,－ ,24,臺北市內湖區瑞光路358巷38弄36號9樓,53089904,愛普科技股份有限公司,孟慶達,孟慶達,總經理,林佳欣,02-2656-0961,20100907,20220512,新台幣                 10.0000元,430591330,0,0,1,元大證券股份有限公司,02-2586-3117,10682臺北市大安區敦化南路2段67號B1,勤業眾信聯合會計師事務所,尤志峰,莊碧玉,M3TEK,"9F., No. 36, Aly. 38, Ln. 358, Ruiguang Rd., Neihu Dist.,Taipei City, Taiwan (R.O.C.)",02-2656-0963,ir@m3tekic.com,www.m3tekic.com,43059133,上市
6805,富世達股份有限公司,富世達,－ ,28,新北市新莊區五權二路24號8樓之4,12871564,黃祖模,徐安賜,邱稚育,財會協理,白經緯,02-22996388,20010611,20231109,新台幣                 10.0000元,685538960,0,0,1,台新證券股務代理部,02-25048125,台北市建國北路一段96號B1,安永聯合會計師事務所,洪國森,黃子評,Fositek,"8F.-4,No.24,Wuquan 2nd Rd.,Xinzhuang Dist., New Taipei City ,Taiwan",02-22995580,ir@fositek.com,www.fositek.com,68553896,上市
6806,森崴能源股份有限公司,森崴能源,－ ,35,新北市土城區中央路四段49號,28653781,郭台強,胡惠森,李心美,財務長,陳雲上,(02)2269-9888,20070427,20211115,新台幣                 10.0000元,2746429020,0,0,1,福邦證券股份有限公司股務代理部,(02)2371-1658,台北市中正區忠孝西路一段6號6樓,資誠聯合會計師事務所,周筱姿,陳&#21843;東,SHINFOX ENERGY,"No.49, Sec.4,Zhongyang Rd., Tucheng Dist.,New Taipei City, Taiwan",02-22699815,-,http://www.shinfox.com.tw,274642902,上市
6807,峰源集團股份有限公司,峰源-KY,KY 開曼群島                                                    ,38,"The Grand Pavilion Commercial Centre, Oleander Way, 802 West",91616069,蔡文達,蔡文達,朱明偉,財務長,王龍一,02-2773-8877,20190712,20220425,新台幣                 10.0000元,540000000,0,0,1,永豐金證券股份有限公司,02-2381-6288,台北市博愛路17號3樓,資誠聯合會計師事務所,廖福銘,林一帆,FY-KY,"Oleander Way, 802 West Bay Road, P.O. Box 32052,Grand Cayman KY1-1208, Cayman Islands",02-2773-8801,ir01@fy-grp.com,www.fy-grp.com,54000000,上市
6830,汎銓科技股份有限公司,汎銓,－ ,31,新竹市埔頂路27號1樓,27853425,柳紀綸,柳紀綸,宋建宏,總經理特助,徐家欣,03-666-3298,20050727,20220831,新台幣                 10.0000元,517818460,0,0,1,台新證券股務代理部,02-2504-8125,台北市中山區建國北路一段96號B1,勤業眾信聯合會計師事務所,陳重成,劉力維,MSS,"1F., No. 27, Puding Rd., East Dist.Hsinchu City, Taiwan (R.O.C.)",03-666-3190,ir@msscorps.com,www.msscorps.com,51781846,上市
6834,天二科技股份有限公司,天二科技,－ ,28,高雄市前鎮區南四路3號,83360971,廖震益,黃弘傑,黃弘傑,總經理,歐春福,07-8116611,19700216,20220901,新台幣                 10.0000元,884710820,0,0,1,台新證券股務代理部,02-25048125,台北市建國北路一段96號B1,勤業眾信聯合會計師事務所,王騰葦,許凱甯,EVEROHMS,"NO.3,South 4th Road,K.E.P.Z.Kaohsiung City 80681 Taiwan(R.O.C.)",07-8115533,service-1@everohms.com,http://www.everohms.com,88471082,上市
6835,圓裕企業股份有限公司,圓裕,－ ,28,新北市新店區民權路130巷4號4樓,34417836,張志中,杜淑敏,郭明豐,副總經理,曹馨文,(02)22184523,19800623,20221110,新台幣                 10.0000元,661722970,0,0,1,福邦證券股份有限公司股務代理部,(02)2383-6888,台北市中正區忠孝西路一段6號6樓,安侯建業聯合會計師事務所,楊樹芝,林恒昇,CMI,"4F., No. 4, Ln. 130,Minquan Rd.,Xindian Dist.,New Taipei City 231 , Taiwan (R.O.C.)",(02)22182221,http://www.cmi.com.tw,http://www.cmi.com.tw,66172297,上市
6838,台新藥股份有限公司,台新藥,－ ,22,台北市復興北路57號8樓之6,53273211,程正禹,許力克,魏景成,商務暨策略長,曹乃賢,(02)27557659,20101206,20240813,新台幣                 10.0000元,1509771000,0,0,1,凱基證券(股)公司股務代理部,(02)23892999,台北市中正區重慶南路一段2號5樓,資誠聯合會計師事務所,顏裕芳,鄧聖偉,FRMSP,"8F-6, No. 57, Fuxing N. Rd.,Taipei City",(02)27553023,ir@formosapharma.com,www.formosapharma.com,150977100,上市
6854,PlayNitride Inc.,錼創科技-KY創,KY 開曼群島                                                    ,24,苗栗縣竹南鎮科中路13號8樓,91663750,李允立,李允立,陳銘章,營運長,陳培欣,(037)586610,20140225,20220818,新台幣                 10.0000元,1176786220,0,0,1,元大證券股份有限公司股務代理部,(02)2586-5859,106臺北市大安區敦化南路2段67號地下一樓,安侯建業聯合會計師事務所,鄭安志,黃海寧,PlayNitride,"8F No.13, Kezhong Rd., Zhunan Township,Miaoli County 350401, Taiwan",(037)584989,spokesperson@playnitride.com,https://www.playnitride.com/,117678622,上市
6861,睿生光電股份有限公司,睿生光電,－ ,22,南部科學園區臺南市新市區環西路二段2號B室,69764396,楊柱祥,李志聖,楊柱祥,董事長,李志聖,(06)700-7238,20190402,20230327,新台幣                 10.0000元,415511500,0,0,1,元大證券股份有限公司股務代理部,(02)2586-5859,臺北市大安區敦化南路2段67號地下一樓,勤業眾信聯合會計師事務所,翁雅玲,邵志明,INCX,"Room B, No.2, Sec. 2, Huansi Rd., Xinshi Dist., Southern Taiwan Science ParkTainan City, Taiwan",(06)700-7238,IR@innocare-x.com,http://www.innocare-x.com,41551150,上市
6862,三集瑞科技國際集團股份有限公司,三集瑞-KY,KY 開曼群島                                                    ,28,新北市中和區連城路268號14樓之9,91363753,林伙利,林伙利,王中儒,業務副總經理,曹雲嫿,282279268,20210713,20241023,新台幣                 10.0000元,500000000,0,0,1,康和綜合證券股份有限公司,287871888,臺北市信義區基隆路一段176號B1,勤業眾信聯合會計師事務所,吳恪昌會計師,張至誼會計師,TRIO-KY,"14F-9, No. 268, Lienchiang Rd., Zhonghe Dist.,New Taipei City 235, Taiwan",282279269,IR@trio.com.tw,www.trio.com.tw,50000000,上市
6863,Arizon RFID Technology,永道-KY,KY 開曼群島                                                    ,27,"P.O. Box 32052, Grand Cayman KY1-1208, Cayman Islands.",91908050,何奕達,林秉毅,張淑芬,財務長,林秉毅,02-23224824,20211021,20230321,新台幣                 10.0000元,748880000,0,0,1,永豐金證券公司股務代理部,02-23816288,台北市中正區博愛路17號3樓,勤業眾信聯合會計師事務所,林淑婉,邵志明,Arizon RFID,"17F., No. 51, Sec. 2, Chongqing S. Rd. Zhongzheng Dist.,Taipei City 100, Taiwan (R.O.C.)",02-23222451,investor@arizonrfid.com,www.arizontw.com/webls-zh-tw,74888000,上市
6869,雲豹能源科技股份有限公司,雲豹能源,－ ,35,台北市內湖區基湖路1號4樓之1,42852207,廖福生,趙書閔,張建偉,發言人,王文璇,(02)2657-0355,20160215,20230314,新台幣                 10.0000元,1378300410,0,0,1,富邦綜合證券股份有限公司,02-2361-1300,台北市中正區許昌街17號11樓,資誠聯合會計師事務所,林雅慧,林永智,J&V Energy,"4F.-1, No. 1, Jihu Rd. Neihu Dist.Taipei City , Taiwan",(02)2657-0356,IR@jv-holding.com,http://www.jv-holding.com/,137830041,上市
6873,泓德能源科技股份有限公司,泓德能源,－ ,35,臺北市士林區德行西路35號5樓,45877096,謝源一,周仕昌,周仕昌,總經理,廖彥凱,(02)28328057,20160516,20240926,新台幣                 10.0000元,1225146130,3751608,0,1,元大證券股份有限公司股務代理部,(02)25865859,臺北市大安區敦化南路二段67號地下一樓,安侯建業聯合會計師事務所,吳俊源,黃海寧,HDRE,"5F, No. 35, Dexing W. Rd., Shilin Dist.,Taipei City, Taiwan",(02)28328059,hd.ir@hdrenewables.com,https://www.hdrenewables.com/,122514613,上市
6885,全福生物科技股份有限公司,全福生技,－ ,22,台北市內湖區瑞光路358巷30弄1號8樓,54346233,林&#32675;,徐文祺,郭美慧,營運長,顏佳霓,02-26598586,20130731,20241216,新台幣                 10.0000元,1323100000,0,0,2,永豐金證券股份有限公司,02-23816288,台北市中正區博愛路17號3樓,資誠聯合會計師事務所,顏裕芳,黃珮娟,BRIM,"8F, NO.1, Alley 30, Lane358, Ruiguang Rd., Neihu Dist.,Taipei 11492, Taiwan",02-26598779,ir@brimbiotech.com,https://www.brimbiotech.com/,132310000,上市
6887,寶綠特資源再生工程股份有限公司,寶綠特-KY,KY 開曼群島                                                    ,35,台南市柳營區工六路2號,339082,歐晢文,歐晢文,林昱君,會計主管,歐逸風,(06)6233306,20130408,20250310,新台幣                 10.0000元,741165120,0,0,1,台新證券股務代理部,(02)2504-8125,台北市建國北路一段96號B1,資誠聯合會計師事務所,徐明釧,田中玉,BORETECH-KY,"No. 2, Gong 6th Rd., Liuying Dist.Tainan City, Taiwan (R.O.C.)",(06)6231792,investor@bo-re-tech.com,https://bo-re-tech.group/,74116512,上市
6890,來億興業股份有限公司,來億-KY,KY 開曼群島                                                    ,37,臺中市大雅區雅潭路四段370巷13號,80047713,鐘德禮,林昌永,許松竹,資訊長,黃裕文,(04)25688746,20210616,20240612,新台幣                 10.0000元,2494000000,0,0,1,中國信託商業銀行代理部,(02)66365566,臺北市中正區重慶南路1段83號5樓,資誠聯合會計師事務所,賴志維,吳松源,Lai Yih,"NO.13,LN. 370,SEC.4,YATAN RD.,DAYA DIST.,TAICHUNG CITY 42854, TAIWAN (R.O.C.)",(04)25606551,ir@laiyih.com.tw,http://laiyih.com/,249400000,上市
6901,鑽石生技投資股份有限公司,鑽石投資,－ ,20,台北市中正區忠孝西路一段66號35樓,53663724,楊泮池,吳友梅,吳友梅,總經理,許心婷,02-27031338,20130109,20230919,新台幣                 10.0000元,8518000000,0,0,2,兆豐證券股份有限公司股務代理部,02-33930898,台北市中正區忠孝東路二段95號1樓,勤業眾信聯合會計師事務所,鄭欽宗,邱盟捷,DIAMOND BIOFUND,"35F, No. 66, Sec. 1, Zhongxiao W. Rd., Zhongzheng Dist.Taipei City 100507, Taiwan (R.O.C.)",02-27031506,IR@diamondbiofund.com,http://www.diamondbiofund.com,851800000,上市
6902,走著瞧股份有限公司,GOGOLOOK,－ ,36,臺北市大安區敦化南路2段319號6樓,53755364,鄭勝丰,郭建甫,郭建甫,執行長,黃鈺文,02-2365-8099,20120412,20230713,新台幣                 10.0000元,353566380,0,0,1,元大證券股份有限公司股務代理部,02-2586-5859,臺北市大安區敦化南路2段67號地下一樓,資誠聯合會計師事務所,吳尚燉,郭柏如,Gogolook,"6 F., No. 319, Sec. 2, Dunhua S. Rd., Da’an Dist.Taipei City 106033, Taiwan (R.O.C.)",02-2368-2999,ir@gogolook.com,www.gogolook.com,35356638,上市
6906,現觀科技股份有限公司,現觀科,－ ,36,台北市中山區中山北路二段42號2樓,85017777,邱大剛,邱大剛,張宇寬,副總經理,許富強,(02)8369-1018,20190912,20240115,新台幣                 10.0000元,335374000,0,0,1,元大證券股份有限公司股務代理部,(02)2586-5859,臺北市大安區敦化南路2段67號地下一樓,安侯建業聯合會計師事務所,黃泳華,余聖河,Groundhog,"2nd Floor, No. 42, Section 2, Zhongshan North Road, Zhongshan DistrictTaipei City, Taiwan",(02)2361-7627,ir@ghtinc.com,www.ghtinc.com,33537400,上市
6909,創控科技股份有限公司,創控,－ ,24,新北市中和區中正路866-8號17樓,24496001,王禮鵬,王禮鵬,呂秀孺,財務行政處處長,李爵君,02-2223-0707,20100115,20250521,新台幣                 10.0000元,671717000,0,0,2,群益金鼎證券股份有限公司,(02)2702-3999,臺北市大安區敦化南路二段97號B2,資誠聯合會計師事務所,鄧聖偉,顏裕芳,tCt,"17F, No. 866-8, Zhongzheng Rd., Zhonghe Dist.New Taipei City, Taiwan",02-2223-0123,tct-ir@tricorntech.com,https://www.tricorntech.com/,67171700,上市
6914,阜爾運通股份有限公司,阜爾運通,－ ,20,新北市土城區三民路2號7樓之8,12681939,楊文杰,潘壕新,潘壕新,總經理,林昆賢,02-2248-8958,20010119,20240503,新台幣                 10.0000元,662260000,0,0,1,元大證券股份有限公司股務代理部,02-2586-5859,臺北市大安區敦化南路2段67號地下一樓,勤業眾信聯合會計師事務所,陳彥君,陳建瑋,PSS,"7F.-8, No. 2, Sanmin Rd., Tucheng Dist.New Taipei City  , Taiwan",02-2248-8938,IR@pss-group.com,www.pss-group.com,66226000,上市
6916,華凌光電股份有限公司,華凌,－ ,26,台中市大雅區秀山里科雅路43號2樓,16527682,廖育斌,廖育斌,黃信福,財務協理,林俊杰,04-25689987,19980616,20231205,新台幣                 10.0000元,675000000,0,0,1,元大證券股份有限公司股務代理部,(02)2586-5859,臺北市大安區敦化南路二段67號地下一樓,勤業眾信聯合會計師事務所,劉力維,蘇定堅,WINSTAR,"2F., No. 43, Keya Rd., Daya Dist.Taichung City, 428, Taiwan (R.O.C.)",04-25687763,finance@winstar.com.tw,https://www.winstar.com.tw,67500000,上市
6918,愛派司生技股份有限公司,愛派司,－ ,22,新北市中和區橋和路21號3樓,24461404,李泗銘,羅翔煒,羅翔煒,總經理,柯佩君,02-2249-9222,20090904,20250610,新台幣                 10.0000元,345710000,0,0,1,中國信託商業銀行代理部,02-6636-5566,台北市中正區重慶南路一段83號5樓,資誠聯合會計師事務所,黃金連,徐明釧,A Plus Biotech,"3F.,No.21 Qiaohe Rd.Zhonghe Dist.,New Taipei City ,Taiwan, R.O.C.",02-2243-7711,admin@aplusbio.com,https://www.aplusbio.com/,34571000,上市
